LabID,SiteName,SiteID,Country,Province,Age,Error,Taxa,Material,Condition,d13C,Method,Source
Beta-54287,NA,42Cb0667,USA,Utah,1710,80,Zea mays,Zea Mays,NA,NA,NA,CARD
Beta-124185,Basket Alcove,42Wn2258,USA,Utah,1500,60,Zea mays,Zea Mays,NA,-10.3,NA,p3k14c
Beta-408360,Dillard Site,5MT10647,USA,Colorado,1260,30,Zea mays charred,SEEDS,NA,-11.8,AMS,p3k14c
AA-100806,Dillard Site,5MT10647,USA,Colorado,1514,51,Zea mays,SEEDS,NA,-11.7,AMS,p3k14c
AA-100809,Dillard Site,5MT10647,USA,Colorado,1436,31,Zea mays,SEEDS,NA,-11.5,AMS,p3k14c
Beta-408357,Dillard Site,5MT10647,USA,Colorado,1460,30,Zea mays cupule charred,SEEDS,NA,-11.5,AMS,p3k14c
Beta-408359,Dillard Site,5MT10647,USA,Colorado,1440,30,Zea mays kernel charred,SEEDS,NA,-11.4,AMS,p3k14c
Beta-416909,Dillard Site,5MT10647,USA,Colorado,1450,30,Zea mays cupule charred,SEEDS,NA,-11.3,AMS,p3k14c
Beta-408367,Dillard Site,5MT10647,USA,Colorado,1390,30,Zea mays cupule charred,SEEDS,NA,-11.2,AMS,p3k14c
Beta-408364,Dillard Site,5MT10647,USA,Colorado,1450,30,Zea mays cupule charred,SEEDS,NA,-11.2,AMS,p3k14c
Beta-471919,Dillard Site,5MT10647,USA,Colorado,1410,30,Zea mays,SEEDS,NA,-11.1,AMS,p3k14c
AA-100807,Dillard Site,5MT10647,USA,Colorado,1451,38,Zea mays,SEEDS,NA,-11.1,AMS,p3k14c
Beta-408358,Dillard Site,5MT10647,USA,Colorado,1470,30,Zea mays cupule charred,SEEDS,NA,-11.1,AMS,p3k14c
AA-100808,Dillard Site,5MT10647,USA,Colorado,1422,32,Zea mays,SEEDS,NA,-11,AMS,p3k14c
Beta-365060,Dillard Site,5MT10647,USA,Colorado,1260,30,Zea mays,SEEDS,NA,-10.8,AMS,p3k14c
AA-100813,Dillard Site,5MT10647,USA,Colorado,1417,33,Zea mays,SEEDS,NA,-10.8,AMS,p3k14c
AA-100810,Dillard Site,5MT10647,USA,Colorado,1424,37,Zea mays,SEEDS,NA,-10.7,AMS,p3k14c
AA-100811,Dillard Site,5MT10647,USA,Colorado,1437,39,Zea mays,SEEDS,NA,-10.7,AMS,p3k14c
Beta-408354,Dillard Site,5MT10647,USA,Colorado,1400,30,Zea mays cupule charred,SEEDS,NA,-10.7,AMS,p3k14c
Beta-408362,Dillard Site,5MT10647,USA,Colorado,1470,30,Zea mays cupule charred,SEEDS,NA,-10.7,AMS,p3k14c
Beta-408366,Dillard Site,5MT10647,USA,Colorado,1490,30,Zea mays cupule charred,SEEDS,NA,-10.7,AMS,p3k14c
Beta-471920,Dillard Site,5MT10647,USA,Colorado,1260,30,Zea mays,SEEDS,NA,-10.6,AMS,p3k14c
AA-100805,Dillard Site,5MT10647,USA,Colorado,1489,37,Zea mays,SEEDS,NA,-10.6,AMS,p3k14c
Beta-471917,Dillard Site,5MT10647,USA,Colorado,1420,30,Zea mays cupules,SEEDS,NA,-10.4,AMS,p3k14c
Beta-471918,Dillard Site,5MT10647,USA,Colorado,1450,30,Zea mays,SEEDS,NA,-10.1,AMS,p3k14c
Beta-471921,Dillard Site,5MT10647,USA,Colorado,1460,30,Zea mays,SEEDS,NA,-9.9,AMS,p3k14c
Beta-408365,Dillard Site,5MT10647,USA,Colorado,1380,30,Zea mays kernel charred,SEEDS,NA,-9.2,AMS,p3k14c
Beta-408356,Dillard Site,5MT10647,USA,Colorado,1470,30,Zea mays kernel charred,SEEDS,NA,-8.2,AMS,p3k14c
Beta-416907,Dillard Site,5MT10647,USA,Colorado,1550,30,Zea mays cupule charred,SEEDS,NA,NA,AMS,p3k14c
Beta-408361,Dillard Site,5MT10647,USA,Colorado,1490,30,Zea mays embryo,SEEDS,NA,NA,AMS,p3k14c
Beta-201370,Albert Porter pueblo,5MT123,USA,Colorado,880,40,Zea mays charred,SEEDS,NA,-24.5,AMS,p3k14c
Beta-201368,Albert Porter pueblo,5MT123,USA,Colorado,800,60,Zea mays charred,SEEDS,NA,-11,RADIOMETRIC,p3k14c
Beta-187387,Hunchback Shelter,42Be0751,USA,Utah,1010,40,Zea mays,Zea Mays,NA,-9.4,AMS,p3k14c
Beta-187386,Hunchback Shelter,42Be0751,USA,Utah,1060,40,Zea mays,Zea Mays,NA,-8.5,AMS,p3k14c
Beta-350468,NA,42Cb3062,USA,Utah,1070,30,Zea mays,Zea Mays,NA,-9.4,NA,p3k14c
UGAMS-44803,NA,42Cb2198,USA,Utah,850,20,Zea mays,Zea Mays,NA,NA,AMS,p3k14c
Beta-172105,High Rolls Cave,LA 114109,USA,New Mexico,1810,50,Zea mays,Maize,NA,NA,AMS,p3k14c
Beta-158045,High Rolls Cave,LA 114109,USA,New Mexico,1820,50,Zea mays,Maize,NA,NA,AMS,p3k14c
Beta-149374,High Rolls Cave,LA 114109,USA,New Mexico,2030,80,Zea mays,Maize,NA,NA,AMS,p3k14c
Beta-172103,High Rolls Cave,LA 114109,USA,New Mexico,2320,50,Zea mays,Maize,NA,NA,AMS,p3k14c
Beta-172110,High Rolls Cave,LA 114109,USA,New Mexico,2900,40,Zea mays,Maize,NA,NA,AMS,p3k14c
Beta-164069,High Rolls Cave,LA 114109,USA,New Mexico,3000,60,Zea mays,Maize,NA,NA,AMS,p3k14c
Beta-164063,High Rolls Cave,LA 114109,USA,New Mexico,3050,40,Zea mays,"Maize husk, cupules and kernels",NA,NA,AMS,p3k14c
Beta-94763,Kin Kahuna,AZ J:3-8,USA,Arizona,2080,50,Zea mays,Maize,NA,-15.3,AMS,p3k14c
Beta-94764,Kin Kahuna,AZ J:3-8,USA,Arizona,2090,80,Zea mays,Maize,NA,-14.7,AMS,p3k14c
Beta-156067/ETH,Kin Kahuna,AZ J:3-8,USA,Arizona,2180,50,Zea mays,Maize,NA,-12.8,AMS,p3k14c
Beta-87901,Kin Kahuna,AZ J:3-8,USA,Arizona,1960,60,Zea mays,Maize,NA,-12.4,AMS,p3k14c
Beta-87902,Kin Kahuna,AZ J:3-8,USA,Arizona,1840,50,Zea mays,Maize,NA,-11.7,AMS,p3k14c
Beta-87903,Kin Kahuna,AZ J:3-8,USA,Arizona,2190,60,Zea mays,Maize,NA,-11.6,AMS,p3k14c
Beta-94761,Kin Kahuna,AZ J:3-8,USA,Arizona,1990,50,Zea mays,Maize,NA,-11.4,AMS,p3k14c
Beta-156067/CAMS,Kin Kahuna,AZ J:3-8,USA,Arizona,2090,40,Zea mays,Maize,NA,-11,AMS,p3k14c
Beta-87898,Kin Kahuna,AZ J:3-8,USA,Arizona,2140,50,Zea mays,Maize,NA,-11,AMS,p3k14c
Beta-87904,Kin Kahuna,AZ J:3-8,USA,Arizona,2210,50,Zea mays,Maize,NA,-11,AMS,p3k14c
Beta-87905,Kin Kahuna,AZ J:3-8,USA,Arizona,2210,50,Zea mays,Maize,NA,-11,AMS,p3k14c
Beta-156067/VERA,Kin Kahuna,AZ J:3-8,USA,Arizona,2110,40,Zea mays,Maize,NA,-10.1,AMS,p3k14c
Beta-117938,Lampstand Granaries,42Ga3750,USA,Utah,1200,80,Zea mays,Zea Mays,NA,NA,NA,p3k14c
Beta-159900,The Outpost,42Ga3891,USA,Utah,1030,40,Zea mays,Zea Mays,NA,-9.6,AMS,p3k14c
Beta-377210,Snake Rock,42Sv0005,USA,Utah,820,30,Zea mays,Maize,NA,-11.4,NA,p3k14c
Beta-379248,Snake Rock,42Sv0005,USA,Utah,930,30,Zea mays,Maize,NA,-11.2,NA,p3k14c
Beta-377209,Snake Rock,42Sv0005,USA,Utah,1020,30,Zea mays,Maize,NA,-10.6,NA,p3k14c
Beta-377207,Snake Rock,42Sv0005,USA,Utah,910,30,Zea mays,Maize,NA,-10.3,NA,p3k14c
Beta-377208,Snake Rock,42Sv0005,USA,Utah,940,30,Zea mays,Maize,NA,-10.2,NA,p3k14c
Beta-377212,Snake Rock,42Sv0005,USA,Utah,1010,30,Zea mays,Maize,NA,-10.2,NA,p3k14c
Beta-377211,Snake Rock,42Sv0005,USA,Utah,890,30,Zea mays,Maize,NA,-9.8,NA,p3k14c
Beta-377205,Snake Rock,42Sv0005,USA,Utah,860,30,Zea mays,Maize,NA,-9.7,NA,p3k14c
Beta-117939,Lampstand Ruins,42Ga2672,USA,Utah,960,60,Zea mays,Zea Mays,NA,NA,NA,p3k14c
UCIAMS-131986,Darkmold,5LP4991,USA,Colorado,1835,20,Zea mays,SEEDS,NA,-17.4,AMS,p3k14c
UGAMS-6181,Darkmold,5LP4991,USA,Colorado,1800,25,Zea mays charred,SEEDS,NA,-12.6,AMS,p3k14c
UGAMS-6180,Darkmold,5LP4991,USA,Colorado,1580,25,Zea mays charred,SEEDS,NA,-11.6,AMS,p3k14c
UCIAMS-131990,Darkmold,5LP4991,USA,Colorado,1770,20,Zea mays,SEEDS,NA,-11.1,AMS,p3k14c
UGAMS-6177,Darkmold,5LP4991,USA,Colorado,1850,25,Zea mays charred,SEEDS,NA,-10.9,AMS,p3k14c
UCIAMS-131984,Darkmold,5LP4991,USA,Colorado,1760,15,Zea mays,SEEDS,NA,-10.8,AMS,p3k14c
UCIAMS-131983,Darkmold,5LP4991,USA,Colorado,1805,20,Zea mays,SEEDS,NA,-10.7,AMS,p3k14c
UCIAMS-131997,Darkmold,5LP4991,USA,Colorado,1840,15,Zea mays,SEEDS,NA,-10.7,AMS,p3k14c
UCIAMS-131991,Darkmold,5LP4991,USA,Colorado,1875,20,Zea mays,SEEDS,NA,-10.6,AMS,p3k14c
UCIAMS-131994,Darkmold,5LP4991,USA,Colorado,1895,15,Zea mays,SEEDS,NA,-10.5,AMS,p3k14c
UCIAMS-131996,Darkmold,5LP4991,USA,Colorado,1880,15,Zea mays,SEEDS,NA,-10.4,AMS,p3k14c
UGAMS-6184,Darkmold,5LP4991,USA,Colorado,1580,30,Zea mays charred,SEEDS,NA,-10.4,AMS,p3k14c
UGAMS-6175,Darkmold,5LP4991,USA,Colorado,1620,25,Zea mays charred,SEEDS,NA,-10.4,AMS,p3k14c
UCIAMS-131988,Darkmold,5LP4991,USA,Colorado,1295,15,Zea mays,SEEDS,NA,-10.3,AMS,p3k14c
UGAMS-6185,Darkmold,5LP4991,USA,Colorado,1820,30,Zea mays charred,SEEDS,NA,-10.3,AMS,p3k14c
UGAMS-5242,Darkmold,5LP4991,USA,Colorado,1825,25,Zea mays charred,SEEDS,NA,-10.3,AMS,p3k14c
UCIAMS-131989,Darkmold,5LP4991,USA,Colorado,1880,20,Zea mays,SEEDS,NA,-10.2,AMS,p3k14c
UGAMS-5248,Darkmold,5LP4991,USA,Colorado,1780,25,Zea mays charred,SEEDS,NA,-10.2,AMS,p3k14c
Beta-170573,Darkmold,5LP4991,USA,Colorado,1850,40,Zea mays,SEEDS,NA,-10,AMS,p3k14c
UGAMS-5245,Darkmold,5LP4991,USA,Colorado,1890,25,Zea mays charred,SEEDS,NA,-9.9,AMS,p3k14c
UCIAMS-131995,Darkmold,5LP4991,USA,Colorado,1830,15,Zea mays,SEEDS,NA,-9.6,AMS,p3k14c
UCIAMS-131985,Darkmold,5LP4991,USA,Colorado,1595,20,Zea mays,SEEDS,NA,-9.5,AMS,p3k14c
UGAMS-5243,Darkmold,5LP4991,USA,Colorado,1595,25,Zea mays charred,SEEDS,NA,-9.4,AMS,p3k14c
UGAMS-5244,Darkmold,5LP4991,USA,Colorado,1560,25,Zea mays charred,SEEDS,NA,-9.3,AMS,p3k14c
UGAMS-5246,Darkmold,5LP4991,USA,Colorado,1875,25,Zea mays charred,SEEDS,NA,-9.3,AMS,p3k14c
UGAMS-4220,Darkmold,5LP4991,USA,Colorado,1590,30,Zea mays charred,SEEDS,NA,-9.2,AMS,p3k14c
UGAMS-4224,Darkmold,5LP4991,USA,Colorado,1590,25,Zea mays charred,SEEDS,NA,-9.2,AMS,p3k14c
UGAMS-6178,Darkmold,5LP4991,USA,Colorado,1610,25,Zea mays charred,SEEDS,NA,-9.2,AMS,p3k14c
UCIAMS-131993,Darkmold,5LP4991,USA,Colorado,1770,20,Zea mays,SEEDS,NA,-9.1,AMS,p3k14c
UGAMS-5247,Darkmold,5LP4991,USA,Colorado,1775,30,Zea mays charred,SEEDS,NA,-9.1,AMS,p3k14c
UCIAMS-131987,Darkmold,5LP4991,USA,Colorado,1775,15,Zea mays,SEEDS,NA,-9,AMS,p3k14c
UGAMS-4226,Darkmold,5LP4991,USA,Colorado,1800,30,Zea mays charred,SEEDS,NA,-8.6,AMS,p3k14c
UGAMS-6179,Darkmold,5LP4991,USA,Colorado,1820,30,Zea mays charred,SEEDS,NA,-8.5,AMS,p3k14c
UGAMS-4229,Darkmold,5LP4991,USA,Colorado,1860,25,Zea mays charred,SEEDS,NA,-8.4,AMS,p3k14c
UGAMS-4227,Darkmold,5LP4991,USA,Colorado,1890,25,Zea mays charred,SEEDS,NA,-8.4,AMS,p3k14c
UGAMS-4221,Darkmold,5LP4991,USA,Colorado,1580,25,Zea mays charred,SEEDS,NA,-8.2,AMS,p3k14c
UGAMS-4231,Darkmold,5LP4991,USA,Colorado,1660,25,Zea mays charred,SEEDS,NA,-8.1,AMS,p3k14c
UGAMS-4225,Darkmold,5LP4991,USA,Colorado,1620,25,Zea mays charred,SEEDS,NA,-8,AMS,p3k14c
UGAMS-4222,Darkmold,5LP4991,USA,Colorado,1610,25,Zea mays charred,SEEDS,NA,-7.8,AMS,p3k14c
Beta-140330,Darkmold,5LP4991,USA,Colorado,1450,60,Zea mays,SEEDS,NA,-9.7,RADIOMETRIC,p3k14c
Beta-140332,Darkmold,5LP4991,USA,Colorado,1590,70,Zea mays,SEEDS,NA,-9.5,RADIOMETRIC,p3k14c
Beta-54286,NA,42Cb0615,USA,Utah,990,70,Zea mays,Zea Mays,NA,NA,NA,CARD
Beta-190934,NA,42Ka5902,USA,Utah,1230,50,Zea mays,Zea Mays,NA,-9.3,NA,p3k14c
Beta-190933,NA,42Ka5902,USA,Utah,1440,50,Zea mays,Zea Mays,NA,-9.2,NA,p3k14c
Beta-107648,Birch Creek Shelter,42Ga4158,USA,Utah,1240,80,Zea mays,Zea Mays,NA,-8.7,NA,p3k14c
AA-9321,Lukachukai,,USA,Arizona,3050,50,Zea mays,Maize,NA,NA,AMS,p3k14c
AA-9319,Lukachukai,,USA,Arizona,3135,45,Zea mays,Maize,NA,NA,AMS,p3k14c
AA-9317,Lukachukai,,USA,Arizona,3445,45,Zea mays,Maize,NA,NA,AMS,p3k14c
AA-9318,Salina Springs,,USA,Arizona,2630,45,Zea mays,2 maize kernels,NA,NA,AMS,p3k14c
AA-9322,Salina Springs,,USA,Arizona,2140,45,Zea mays,maize kernels,NA,NA,AMS,p3k14c
AA-9320,Salina Springs,,USA,Arizona,2315,45,Zea mays,maize kernels,NA,NA,AMS,p3k14c
Beta-158094,Mountainview,AZ J:14:38,USA,Arizona,1830,40,Zea mays,Maize,NA,-11,AMS,p3k14c
Beta-87912,Mountainview,AZ J:14:38,USA,Arizona,1810,50,Zea mays,Maize,NA,-10.8,AMS,p3k14c
Beta-189057,Tularosa Cave,,USA,New Mexico,1830,40,Zea mays,uncharred maize cob,NA,NA,AMS,da Fonseca et al. 2015
Beta-189054,Tularosa Cave,,USA,New Mexico,1880,40,Zea mays,Uncharred maize cob,NA,NA,AMS,da Fonseca et al. 2015
Beta-189056,Tularosa Cave,,USA,New Mexico,1890,40,Zea mays,uncharred maize cob,NA,NA,AMS,da Fonseca et al. 2015
A-4180,Tularosa Cave,,USA,New Mexico,1930,140,Zea mays,maize cupule,NA,NA,NA,p3k14c
A-4181,Tularosa Cave,,USA,New Mexico,1940,90,Zea mays,maize cupule,NA,NA,NA,p3k14c
Beta-190587,Bootleg No. 2,42Da1382,USA,Utah,820,40,Zea mays,Zea Mays,NA,NA,AMS,CARD
Beta-175753,NA,42Em2837,USA,Utah,950,40,Zea mays,Zea Mays,NA,-8.7,AMS,p3k14c
Beta-95306,Talus Village,5LP4223,USA,Colorado,1740,70,Zea mays kernels,SEEDS,NA,-10.2,NA,p3k14c
Beta-134479,NA,42Ka4876,USA,Utah,880,40,Zea mays,Zea Mays,NA,-13.6,NA,p3k14c
Beta-202522,NA,5LP239,USA,Colorado,1270,40,Zea mays,SEEDS,NA,-10.9,AMS,p3k14c
Beta-226303,NA,5LP239,USA,Colorado,1220,40,Zea mays,SEEDS,NA,-10.2,AMS,p3k14c
Beta-202521,NA,5LP239,USA,Colorado,1230,40,Zea mays,SEEDS,NA,-10.2,AMS,p3k14c
Beta-226304,NA,5LP240,USA,Colorado,1270,40,Zea mays,SEEDS,NA,-10.8,AMS,p3k14c
Beta-202523,NA,5LP240,USA,Colorado,1300,50,Zea mays,SEEDS,NA,-10.6,AMS,p3k14c
Beta-132382,NA,42Ka3383,USA,Utah,960,50,Zea mays,Zea Mays,NA,-10.3,NA,p3k14c
Beta-132381,NA,42Ka3383,USA,Utah,900,70,Zea mays,Zea Mays,NA,-9.4,NA,p3k14c
Beta-202517,NA,5LP185,USA,Colorado,1400,40,Zea mays,SEEDS,NA,-11.9,AMS,p3k14c
Beta-202520,NA,5LP185,USA,Colorado,1300,40,Zea mays,SEEDS,NA,-11.1,AMS,p3k14c
Beta-202518,NA,5LP185,USA,Colorado,1310,40,Zea mays,SEEDS,NA,-11.1,AMS,p3k14c
Beta-202519,NA,5LP185,USA,Colorado,1270,40,Zea mays,SEEDS,NA,-11,AMS,p3k14c
Beta-210168,Skull Creek Shelter,42Da1417,USA,Utah,1160,40,Zea mays,Zea Mays,NA,-11.4,AMS,CARD
Beta-203630,Deluxe Apartment,42Em2849,USA,Utah,1000,40,Zea mays,Zea Mays,NA,-8.9,NA,p3k14c
Beta-132380,NA,42Ka2683,USA,Utah,1060,60,Zea mays,Zea Mays,NA,-9.8,NA,p3k14c
Beta-107650,NA,42Ka4416,USA,Utah,890,60,Zea mays,Zea Mays,NA,-10.5,NA,p3k14c
AA-19519,The Pits,AZ J:14:17,USA,Arizona,2035,65,Zea mays,Maize,NA,-11.1,AMS,p3k14c
Beta-79148,The Pits,,USA,Arizona,1920,50,Zea mays,Maize,NA,-16.4,AMS,p3k14c
Beta-79145,The Pits,,USA,Arizona,1990,60,Zea mays,Maize,NA,-15.3,AMS,p3k14c
AA-19520,The Pits,,USA,Arizona,1940,65,Zea mays,Maize,NA,-12.2,AMS,p3k14c
Beta-156068/ETH,The Pits,,USA,Arizona,2100,50,Zea mays,Maize,NA,-12.2,AMS,p3k14c
Beta-156068/VERA,The Pits,,USA,Arizona,2100,40,Zea mays,Maize,NA,-12.1,AMS,p3k14c
Beta-73982,The Pits,,USA,Arizona,2180,60,Zea mays,Maize,NA,-11.5,AMS,p3k14c
Beta-156068/CAMS,The Pits,,USA,Arizona,2120,40,Zea mays,Maize,NA,-11.4,AMS,p3k14c
Beta-73984,The Pits,,USA,Arizona,2190,60,Zea mays,Maize,NA,-11.2,AMS,p3k14c
AA-19521,The Pits,,USA,Arizona,1995,65,Zea mays,Maize,NA,-10.9,AMS,p3k14c
Beta-73979,The Pits,,USA,Arizona,2230,60,Zea mays,Maize,NA,-10.9,AMS,p3k14c
AA-19522,The Pits,,USA,Arizona,2005,65,Zea mays,Maize,NA,-10.4,AMS,p3k14c
Beta-181512,Grumpy George,42Wn2151,USA,Utah,990,40,Zea mays,Zea Mays,NA,NA,NA,p3k14c
PRI-5796,NA,42Da2026,USA,Utah,1129,20,Zea mays,Zea Mays,NA,NA,AMS,p3k14c
Beta-154658,NA,42Wn2400,USA,Utah,1500,40,Zea mays,Zea Mays,NA,-11.7,NA,p3k14c
Beta-275711,Fish Creek Cove,42Wn503,USA,Utah,970,40,Zea mays,Zea Mays,NA,-10.3,AMS,p3k14c
UGAMS-6486,Fish Creek Cove,42Wn503,USA,Utah,950,25,Zea mays,Zea Mays,NA,NA,AMS,p3k14c
Beta-94765,Ditch House,AZ J-14-21 ,USA,Arizona,2080,40,Zea mays,Maize,NA,-14.6,AMS,p3k14c
Beta-198927,Bat Cave,,USA,New Mexico,3180,40,Zea mays,uncharred maize cob,NA,NA,AMS,da Fonseca et al. 2015
A-4185,Bat Cave,,USA,New Mexico,2690,90,Zea mays,maize cupule,NA,NA,NA,p3k14c
A-4166,Bat Cave,,USA,New Mexico,2780,90,Zea mays,maize cupule,NA,NA,NA,p3k14c
A-4189,Bat Cave,,USA,New Mexico,3060,110,Zea mays,maize cupule,NA,NA,NA,p3k14c
Beta-76546,Tabeguache Cave,5MN868,USA,Colorado,2060,60,Zea mays,SEEDS,NA,NA,NA,p3k14c
UGa-12532,Tabeguache Cave,5MN868,USA,Colorado,2020,20,Zea mays,SEEDS,NA,-13.4,RADIOMETRIC,p3k14c
Beta-190931,NA,42Ka0878,USA,Utah,1160,50,Zea mays,Zea Mays,NA,-9,NA,p3k14c
Beta-210166,NA,42Da0844,USA,Utah,910,40,Zea mays,Zea Mays,NA,-11.4,AMS,CARD
Beta-190930,NA,42Ka0877,USA,Utah,1280,90,Zea mays,Zea Mays,NA,-8.6,NA,p3k14c
Beta-292892,Aspen Shelter,42Sv1365,USA,Utah,950,30,Zea mays,Zea Mays,NA,NA,NA,p3k14c
UGAMS-12487,Cottonwood Cave,5MN519,USA,Colorado,1960,20,Zea mays,SEEDS,NA,-13.3,AMS,p3k14c
UGAMS-12488,Cottonwood Cave,5MN519,USA,Colorado,1280,20,Zea mays,SEEDS,NA,-11.5,AMS,p3k14c
Beta-36438,Cottonwood Cave,5MN519,USA,Colorado,2220,80,Zea mays,SEEDS,NA,NA,NA,p3k14c
Beta-205835,Cottonwood Pueblo,5MN654,USA,Colorado,1050,40,Zea mays,SEEDS,NA,-9.9,NA,p3k14c
LUNK-1154,Eagle Point Rockshelter,5RB4662,USA,Utah,1240,15,Zea mays,corn cob on stick,NA,NA,NA,CARD
M-285,Site A:10:1,5MF373,USA,Utah,650,150,Zea mays,maize,NA,NA,NA,CARD
M-286,Blue Mountain Site A:10:7,5MF379,USA,Utah,800,100,Zea mays,maize,NA,NA,NA,CARD
Beta-60056,Mud Loaf Granary,5RB3290,USA,Utah,1260,90,Zea mays,maize,NA,NA,NA,CARD
Beta-173901,White Basketmaker,42GR2929,USA,Utah,1140,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-173898,White Basketmaker,42GR2929,USA,Utah,1790,40,Zea mays,maize,NA,NA,NA,p3k14c
Beta-122597,Mountain Boomer Site,42GR2945,USA,Utah,1130,50,Zea mays,maize,NA,NA,NA,p3k14c
Beta-122596,Mountain Boomer Site,42GR2945,USA,Utah,1880,60,Zea mays,maize,NA,NA,NA,p3k14c
Beta-217471,Range Creek,42EM3355,USA,Utah,970,40,Zea mays,maize,NA,-10.6,NA,p3k14c
Beta-217472,Range Creek,42EM3446,USA,Utah,1360,40,Zea mays,maize,NA,-9.3,NA,p3k14c
D-AMS-27307,Martinez Pithouse,42Cb000,USA,Utah,873,45,Zea mays,Zea Mays,NA,NA,NA,p3k14c
LUNK-1910,East Fork Village,42MD974,USA,Utah,925,55,Zea mays,maize,NA,NA,NA,CARD
Beta-171930,Paragonah,42IN43,USA,Utah,990,60,Zea mays,maize,NA,-11.4,NA,p3k14c
Beta-171928,Paragonah,42IN43,USA,Utah,1030,40,Zea mays,maize,NA,-11.3,NA,p3k14c
Beta-171935,Paragonah,42IN43,USA,Utah,940,40,Zea mays,maize,NA,-11.2,NA,p3k14c
Beta-171926,Paragonah,42IN43,USA,Utah,900,90,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-171933,Paragonah,42IN43,USA,Utah,920,40,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-171934,Paragonah,42IN43,USA,Utah,970,40,Zea mays,maize,NA,-11.1,NA,p3k14c
Beta-171929,Paragonah,42IN43,USA,Utah,920,90,Zea mays,maize,NA,-11,NA,p3k14c
Beta-171931,Paragonah,42IN43,USA,Utah,910,40,Zea mays,maize,NA,-10.9,NA,p3k14c
Beta-171936,Paragonah,42IN43,USA,Utah,1120,40,Zea mays,maize,NA,-10.9,NA,p3k14c
Beta-171925,Paragonah,42IN43,USA,Utah,960,40,Zea mays,maize,NA,-10.2,NA,p3k14c
Beta-171932,Paragonah,42IN43,USA,Utah,1040,40,Zea mays,maize,NA,-9.7,NA,p3k14c
Beta-171927,Paragonah,42IN43,USA,Utah,960,40,Zea mays,maize,NA,-9.6,NA,p3k14c
TX-1424A,Kachina Cave,26WP69,USA,Utah,810,70,Zea mays,maize,NA,NA,NA,CARD
PRI-8-24-5221,Pigg site,5MT4802,USA,Colorado,870,15,Zea Mays cob- charred,SEEDS,NA,-11.4,AMS,p3k14c
PRI-8-24-5225,Pigg site,5MT4802,USA,Colorado,860,15,Charred Zea Mays cob,SEEDS,NA,-11,AMS,p3k14c
PRI-8-24-5253,Pigg site,5MT4802,USA,Colorado,800,15,Charred Zea Mays kernal,SEEDS,NA,-11,AMS,p3k14c
PRI-10-77-5376,Pigg site,5MT4802,USA,Colorado,1105,15,Charred Zea Mays kernal,SEEDS,NA,-10.9,AMS,p3k14c
PRI-10-77-5377,Pigg site,5MT4802,USA,Colorado,800,15,Charred Zea Mays kernal,SEEDS,NA,-10.8,AMS,p3k14c
PRI-10-77-5866,Pigg site,5MT4802,USA,Colorado,800,15,Charred Zea Mays kernal,SEEDS,NA,-10.3,AMS,p3k14c
PRI-8-24-5226,Pigg site,5MT4802,USA,Colorado,825,15,Charred Zea Mays cob,SEEDS,NA,-10.2,AMS,p3k14c
PRI-10-77-5861,Pigg site,5MT4802,USA,Colorado,795,15,Charred Zea Mays kernal,SEEDS,NA,-9.5,AMS,p3k14c
PRI-10-77-5895,Pigg site,5MT4802,USA,Colorado,800,15,Charred Zea Mays kernal,SEEDS,NA,-9,AMS,p3k14c
Beta-95272,Six Toe Shelter,,USA,Utah,2360,80,Zea mays,Maize cob fragment,charred,-9.5,NA,p3k14c